id,lastLogOff,timeCreated,accountAge,accountAgePersonal,nrOfGamesOwned,totalNumberOfGamesPlayedFriends,meanNumberOfPGameslayedFriends,nrOfGamesPlayed,totalPlaytime,nrOfFriends,totalPlaytimeFriends,meanPlaytimeFriends,totalNrOfGamesOwnedFriends,meanNrOfGamesOwnedFriends,totalAccountAgeFriends,meanAccountAgeFriends,totalAccountAgeFriendsPersonal,meanAccountAgeFriendsPersonal
7.656119824215445e+16,1511892427.0,1438400335.0,73756829.0,73492092.0,63.0,81.0,8.1,33.0,138567.0,10.0,784940.0,78494.0,153.0,15.3,893193485.0,89319348.5,880160864.0,88016086.4
7.656119801206222e+16,1512016613.0,1248120980.0,264036184.0,263895633.0,105.0,789.0,65.75,56.0,286747.0,12.0,2445738.0,203811.5,1234.0,102.83333333333333,3591865873.0,299322156.0833333,3543749853.0,295312487.75
7.65611981239883e+16,1511179126.0,1390494717.0,121662447.0,120684409.0,102.0,561.0,56.1,75.0,59699.0,10.0,1132984.0,113298.4,728.0,72.8,1281077464.0,128107746.4,1277087642.0,127708764.2
7.656119817537045e+16,1511108830.0,1422011220.0,90145944.0,89097610.0,8.0,154.0,22.0,7.0,226615.0,7.0,560308.0,80044.0,209.0,29.857142857142858,620646079.0,88663725.57142857,532872828.0,76124689.71428572
7.656119824572982e+16,1511807609.0,1440059264.0,72097900.0,71748345.0,7.0,176.0,17.6,4.0,78681.0,10.0,1201806.0,120180.6,386.0,38.6,1092395992.0,109239599.2,1070188351.0,107018835.1
7.656119800690238e+16,1506261855.0,1235643207.0,276513957.0,270618648.0,96.0,2103.0,52.575,47.0,83676.0,40.0,5172984.0,129324.6,2845.0,71.125,7365966800.0,184149170.0,7199089461.0,179977236.525
7.656119810063424e+16,1511181085.0,1375133419.0,137023745.0,136047666.0,107.0,676.0,67.6,84.0,141975.0,10.0,926563.0,92656.3,1013.0,101.3,1048238210.0,104823821.0,1026256528.0,102625652.8
7.656119838981749e+16,1511278585.0,1495195960.0,16961204.0,16082625.0,1.0,641.0,20.03125,1.0,77853.0,32.0,5171004.0,161593.875,877.0,27.40625,3968984808.0,124030775.25,3937965819.0,123061431.84375
7.656119811951e+16,1511086136.0,1387974080.0,124183084.0,123112056.0,30.0,462.0,42.0,27.0,213780.0,11.0,1071629.0,97420.81818181818,779.0,70.81818181818181,1632877709.0,148443428.0909091,1623925987.0,147629635.1818182
7.656119819517491e+16,1511452954.0,1430844467.0,81312697.0,80608487.0,12.0,123.0,12.3,12.0,18765.0,10.0,646974.0,64697.4,168.0,16.8,730346567.0,73034656.7,718386958.0,71838695.8
7.656119807765376e+16,1512010380.0,1354761008.0,157396156.0,157249372.0,73.0,985.0,57.94117647058823,47.0,271245.0,17.0,4212327.0,247783.9411764706,1327.0,78.05882352941177,2838109767.0,166947633.3529412,2823373374.0,166080786.70588234
7.656119807816355e+16,1511338195.0,1355319808.0,156837356.0,156018387.0,16.0,47.0,2.35,5.0,3269.0,20.0,51067.0,2553.35,172.0,8.6,2145738251.0,107286912.55,1827211983.0,91360599.15
7.656119829760194e+16,1509743922.0,1460437113.0,51720051.0,49306809.0,7.0,103.0,12.875,6.0,17706.0,8.0,361597.0,45199.625,147.0,18.375,942491462.0,117811432.75,924428446.0,115553555.75
7.656119806518514e+16,1509422136.0,1339439806.0,172717358.0,169982330.0,19.0,92.0,15.333333333333334,10.0,3543.0,6.0,403141.0,67190.16666666667,191.0,31.833333333333332,964691087.0,160781847.83333334,873811013.0,145635168.83333334
7.656119799458874e+16,1505152508.0,1196535991.0,315621173.0,308616517.0,3.0,89.0,14.833333333333334,3.0,94469.0,6.0,576834.0,96139.0,125.0,20.833333333333332,1033632572.0,172272095.33333334,1030665435.0,171777572.5
7.656119821819795e+16,1509786694.0,1442220042.0,69937122.0,67566652.0,1.0,582.0,34.23529411764706,1.0,21086.0,17.0,2169258.0,127603.41176470589,811.0,47.705882352941174,1869278407.0,109957553.35294117,1833632143.0,107860714.29411764
7.656119808172982e+16,1511429768.0,1358523181.0,153633983.0,152906587.0,25.0,1100.0,52.38095238095238,8.0,185047.0,21.0,2897770.0,137989.04761904763,2058.0,98.0,3399561374.0,161883874.95238096,3349205049.0,159485954.7142857
7.656119800529765e+16,1511385596.0,1232227339.0,279929825.0,279158257.0,113.0,2680.0,78.82352941176471,44.0,82366.0,34.0,4395687.0,129284.91176470589,4030.0,118.52941176470588,7725698134.0,227226415.70588234,7020046787.0,206471964.32352942
7.656119814873984e+16,1510999106.0,1407394131.0,104763033.0,103604975.0,17.0,309.0,44.142857142857146,15.0,16852.0,7.0,1158695.0,165527.85714285713,394.0,56.285714285714285,638193678.0,91170525.42857143,630969566.0,90138509.42857143
7.656119812034133e+16,1511699803.0,1388133002.0,124024162.0,123566801.0,248.0,10357.0,139.95945945945945,152.0,106006.0,74.0,18518534.0,250250.45945945947,17269.0,233.36486486486487,11374152312.0,153704760.97297296,11312564291.0,152872490.4189189
7.656119810938091e+16,1511232896.0,1380684594.0,131472570.0,130548302.0,1.0,138.0,11.5,1.0,4469.0,12.0,503405.0,41950.416666666664,205.0,17.083333333333332,2024554596.0,168712883.0,1941211880.0,161767656.66666666
7.656119825907782e+16,1508625351.0,1446832361.0,65324803.0,61792990.0,3.0,117.0,14.625,3.0,7863.0,8.0,540647.0,67580.875,134.0,16.75,685451626.0,85681453.25,660257293.0,82532161.625
7.65611980614468e+16,1511539177.0,1333623740.0,178533424.0,177915437.0,30.0,1871.0,71.96153846153847,26.0,143590.0,26.0,5368406.0,206477.15384615384,2466.0,94.84615384615384,4408570768.0,169560414.15384614,4391156162.0,168890621.6153846
7.656119812025091e+16,1510422215.0,1388078769.0,124078395.0,122343446.0,6.0,639.0,71.0,5.0,25833.0,9.0,1015738.0,112859.77777777778,1056.0,117.33333333333333,1314058728.0,146006525.33333334,1306271015.0,145141223.8888889
7.656119806171874e+16,1511040792.0,1334008592.0,178148572.0,177032200.0,11.0,119.0,14.875,10.0,125175.0,8.0,876669.0,109583.625,174.0,21.75,1309071395.0,163633924.375,1120770787.0,140096348.375
7.656119820800931e+16,1511868434.0,1437397915.0,74759249.0,74470519.0,38.0,280.0,14.0,29.0,128833.0,20.0,2023735.0,101186.75,419.0,20.95,1349914694.0,67495734.7,1339274372.0,66963718.6
7.656119824165053e+16,1511817562.0,1438164777.0,73992387.0,73652785.0,16.0,121.0,10.083333333333334,15.0,120384.0,12.0,1208048.0,100670.66666666667,246.0,20.5,1200260688.0,100021724.0,1188545089.0,99045424.08333333
7.65611981651095e+16,1509414907.0,1417032986.0,95124178.0,92381921.0,14.0,433.0,21.65,8.0,33926.0,20.0,1884245.0,94212.25,561.0,28.05,2161710454.0,108085522.7,2061358119.0,103067905.95
7.656119832802946e+16,1509977712.0,1472521955.0,39635209.0,37455757.0,1.0,1919.0,39.16326530612245,1.0,9016.0,49.0,12724038.0,259674.24489795917,3331.0,67.9795918367347,6547785280.0,133628271.02040817,6495384385.0,132558865.0
7.656119823581149e+16,1511240213.0,1435166693.0,76990471.0,76073520.0,17.0,105.0,15.0,15.0,74839.0,7.0,461999.0,65999.85714285714,129.0,18.428571428571427,1061287531.0,151612504.42857143,1008746894.0,144106699.14285713
7.656119820334539e+16,1511092591.0,1435044657.0,77112507.0,76047934.0,23.0,149.0,24.833333333333332,18.0,103955.0,6.0,666206.0,111034.33333333333,217.0,36.166666666666664,647116424.0,107852737.33333333,642839008.0,107139834.66666667
7.656119831307578e+16,1511539062.0,1466853681.0,45303483.0,44685381.0,30.0,1400.0,28.0,6.0,21852.0,50.0,2928384.0,58567.68,2280.0,45.6,4369626682.0,87392533.64,4308555195.0,86171103.9
7.656119813278997e+16,1511946475.0,1397254924.0,114902240.0,114691551.0,27.0,93.0,11.625,10.0,1041.0,8.0,57623.0,7202.875,251.0,31.375,956205167.0,119525645.875,949077802.0,118634725.25
7.656119811689307e+16,1510843306.0,1386114442.0,126042722.0,124728864.0,3.0,125.0,12.5,2.0,48192.0,10.0,626631.0,62663.1,202.0,20.2,640180088.0,64018008.8,589290108.0,58929010.8
7.656119797673019e+16,1511051666.0,1120159526.0,391997638.0,390892140.0,88.0,1829.0,101.61111111111111,45.0,296548.0,18.0,3622082.0,201226.77777777778,2840.0,157.77777777777777,3554932917.0,197496273.16666666,3532073261.0,196226292.2777778
7.656119808496032e+16,1511990836.0,1361971498.0,150185666.0,150019338.0,43.0,389.0,43.22222222222222,34.0,399379.0,9.0,1742850.0,193650.0,500.0,55.55555555555556,1241780237.0,137975581.8888889,1233180057.0,137020006.33333334
7.656119809448174e+16,1511375548.0,1371234371.0,140922793.0,140141177.0,51.0,177.0,25.285714285714285,40.0,128309.0,7.0,889119.0,127017.0,275.0,39.285714285714285,620251378.0,88607339.71428572,606571134.0,86653019.14285715
7.656119821768096e+16,1489281902.0,1442027032.0,70130132.0,47254870.0,11.0,295.0,21.071428571428573,5.0,20945.0,14.0,1106750.0,79053.57142857143,442.0,31.571428571428573,1478994307.0,105642450.5,1425006647.0,101786189.07142857
7.656119822103082e+16,1511363063.0,1427802151.0,84355013.0,83560912.0,8.0,31.0,3.875,2.0,41332.0,8.0,130491.0,16311.375,82.0,10.25,1017832938.0,127229117.25,1011174028.0,126396753.5
7.656119809695814e+16,1511774110.0,1373194477.0,138962687.0,138579633.0,24.0,1711.0,71.29166666666667,22.0,152185.0,24.0,4565650.0,190235.41666666666,2841.0,118.375,3433632883.0,143068036.79166666,3422092197.0,142587174.875
7.656119813325394e+16,1511056729.0,1397527415.0,114629749.0,113529314.0,39.0,1486.0,78.21052631578948,37.0,357442.0,19.0,4874637.0,256559.84210526315,1731.0,91.10526315789474,3635891522.0,191362711.68421054,3563308951.0,187542576.36842105
7.656119827453386e+16,1511796064.0,1451870691.0,60286473.0,59925373.0,301.0,1565.0,195.625,243.0,131897.0,8.0,1176413.0,147051.625,2900.0,362.5,1194238318.0,149279789.75,1188576704.0,148572088.0
7.65611982110131e+16,1483882899.0,1438874575.0,73282589.0,45008324.0,102.0,78.0,13.0,18.0,10055.0,6.0,258209.0,43034.833333333336,97.0,16.166666666666668,516396358.0,86066059.66666667,501997035.0,83666172.5
7.656119804505902e+16,1510940851.0,1310238407.0,201918757.0,200702444.0,53.0,297.0,33.0,33.0,63507.0,9.0,1639539.0,182171.0,424.0,47.111111111111114,1533621328.0,170402369.7777778,1522530384.0,169170042.66666666
7.6561198273639e+16,1499285605.0,1451568384.0,60588780.0,47717221.0,3.0,83.0,11.857142857142858,2.0,47250.0,7.0,567680.0,81097.14285714286,183.0,26.142857142857142,662242893.0,94606127.57142857,638966045.0,91280863.57142857
7.656119811124064e+16,1511892294.0,1382024626.0,130132538.0,129867668.0,14.0,260.0,12.380952380952381,5.0,5255.0,21.0,680411.0,32400.52380952381,486.0,23.142857142857142,2502501714.0,119166748.28571428,2482679718.0,118222843.71428572
7.656119809808174e+16,1505730575.0,1373898366.0,138258798.0,131832209.0,9.0,10.0,1.4285714285714286,2.0,20162.0,7.0,69224.0,9889.142857142857,55.0,7.857142857142857,800734736.0,114390676.57142857,657859920.0,93979988.57142857
7.656119835471e+16,1511805470.0,1482942392.0,29214772.0,28863078.0,14.0,97.0,16.166666666666668,12.0,29523.0,6.0,341829.0,56971.5,126.0,21.0,368089785.0,61348297.5,365995288.0,60999214.666666664
7.656119807471941e+16,1511102702.0,1351709432.0,160447732.0,159393270.0,109.0,910.0,101.11111111111111,71.0,267449.0,9.0,1299830.0,144425.55555555556,1473.0,163.66666666666666,1494580090.0,166064454.44444445,1483781962.0,164864662.44444445
7.656119819844678e+16,1511360735.0,1432626010.0,79531154.0,78734725.0,9.0,77.0,5.923076923076923,3.0,43939.0,13.0,266216.0,20478.153846153848,130.0,10.0,1425346928.0,109642071.38461539,1404497031.0,108038233.15384616
7.656119802486666e+16,1511584577.0,1273504348.0,238652816.0,238080229.0,8.0,141.0,14.1,2.0,305170.0,10.0,2790385.0,279038.5,234.0,23.4,3282641826.0,328264182.6,3202065455.0,320206545.5
7.656119809582704e+16,1509060705.0,1372391811.0,139765353.0,136668894.0,31.0,1361.0,24.303571428571427,9.0,40379.0,56.0,6786050.0,121179.46428571429,2217.0,39.589285714285715,5658049506.0,101036598.32142857,5628666638.0,100511904.25
7.656119815631246e+16,1511720290.0,1411832081.0,100325083.0,99888209.0,22.0,392.0,24.5,15.0,88148.0,16.0,2202466.0,137654.125,551.0,34.4375,2155293066.0,134705816.625,2110016351.0,131876021.9375
7.656119805915757e+16,1511734226.0,1329847782.0,182309382.0,181886444.0,44.0,371.0,20.61111111111111,36.0,96189.0,18.0,1781870.0,98992.77777777778,530.0,29.444444444444443,1659770559.0,92209475.5,1650718065.0,91706559.16666667
7.656119820964094e+16,1511668307.0,1423006992.0,89150172.0,88661315.0,78.0,6380.0,28.73873873873874,47.0,120456.0,222.0,27763071.0,125058.87837837837,8882.0,40.009009009009006,24975995554.0,112504484.47747748,24594611675.0,110786539.07657658
7.656119820575413e+16,1511832703.0,1436226188.0,75930976.0,75606515.0,33.0,396.0,66.0,7.0,20246.0,6.0,627133.0,104522.16666666667,543.0,90.5,1007449458.0,167908243.0,1005734831.0,167622471.83333334
7.656119838050736e+16,1510066968.0,1491406348.0,20750816.0,18660620.0,4.0,281.0,25.545454545454547,2.0,65010.0,11.0,1992447.0,181131.54545454544,407.0,37.0,810995048.0,73726822.54545455,799935576.0,72721416.0
7.656119804155598e+16,1511136139.0,1304745503.0,207411661.0,206390636.0,186.0,450.0,64.28571428571429,154.0,415979.0,7.0,2114393.0,302056.14285714284,1254.0,179.14285714285714,982459320.0,140351331.42857143,977704059.0,139672008.42857143
7.656119814008018e+16,1511277173.0,1402473275.0,109683889.0,108803898.0,59.0,512.0,51.2,37.0,41446.0,10.0,1387983.0,138798.3,683.0,68.3,1645223374.0,164522337.4,1635582081.0,163558208.1
7.656119820215979e+16,1511617945.0,1434590764.0,77566400.0,77027181.0,19.0,593.0,49.416666666666664,16.0,254257.0,12.0,2133873.0,177822.75,1374.0,114.5,1689872861.0,140822738.41666666,1629816480.0,135818040.0
7.656119798606101e+16,1511824378.0,1163352620.0,348804544.0,348471758.0,150.0,536.0,41.23076923076923,114.0,953190.0,13.0,2642849.0,203296.07692307694,881.0,67.76923076923077,1802417776.0,138647521.23076922,1747777915.0,134444455.0
7.656119801904822e+16,1511629211.0,1262181566.0,249975598.0,249447645.0,33.0,305.0,19.0625,29.0,283608.0,16.0,1923483.0,120217.6875,394.0,24.625,1654701697.0,103418856.0625,1639682428.0,102480151.75
7.656119804188566e+16,1511092128.0,1305457568.0,206699596.0,205634560.0,53.0,293.0,22.53846153846154,41.0,34864.0,13.0,911294.0,70099.53846153847,453.0,34.84615384615385,2279581340.0,175352410.76923078,2033466784.0,156420521.84615386
7.656119808227442e+16,1511862755.0,1359050485.0,153106679.0,152812270.0,147.0,1584.0,54.62068965517241,128.0,337390.0,29.0,5713718.0,197024.75862068965,2008.0,69.24137931034483,3689758193.0,127233041.13793103,3675679686.0,126747575.37931034
7.656119832526917e+16,1511207485.0,1471111877.0,41045287.0,40095608.0,3.0,33.0,5.5,3.0,49461.0,6.0,430346.0,71724.33333333333,67.0,11.166666666666666,379933435.0,63322239.166666664,371698376.0,61949729.333333336
7.656119819322283e+16,1511574580.0,1429831932.0,82325232.0,81742648.0,51.0,793.0,56.642857142857146,18.0,75282.0,14.0,2348898.0,167778.42857142858,1200.0,85.71428571428571,1573333494.0,112380963.85714285,1555707726.0,111121980.42857143
7.656119805885502e+16,1511826748.0,1329392756.0,182764408.0,182433992.0,120.0,780.0,97.5,100.0,176839.0,8.0,3003618.0,375452.25,1178.0,147.25,1868363312.0,233545414.0,1838458277.0,229807284.625
7.656119808236166e+16,1511601414.0,1359195384.0,152961780.0,152406030.0,24.0,72.0,12.0,12.0,10921.0,6.0,674814.0,112469.0,154.0,25.666666666666668,999424313.0,166570718.83333334,995798217.0,165966369.5
7.656119810204934e+16,1510970121.0,1376036415.0,136120749.0,134933706.0,6.0,88.0,6.769230769230769,4.0,25987.0,13.0,1149742.0,88441.69230769231,146.0,11.23076923076923,1581314034.0,121639541.07692307,1468863214.0,112989478.0
7.656119807641634e+16,1511793647.0,1353560890.0,158596274.0,158232757.0,681.0,23390.0,246.21052631578948,370.0,245927.0,95.0,20980109.0,220843.25263157894,45020.0,473.89473684210526,16973236230.0,178665644.52631578,16889727934.0,177786609.83157894
7.65611982575863e+16,1510779942.0,1446117922.0,66039242.0,64662020.0,14.0,360.0,25.714285714285715,14.0,148036.0,14.0,1490847.0,106489.07142857143,527.0,37.642857142857146,1328454310.0,94889593.57142857,1316024888.0,94001777.71428572
7.656119831222923e+16,1511088885.0,1466263748.0,45893416.0,44825137.0,8.0,255.0,17.0,7.0,71258.0,15.0,2471271.0,164751.4,385.0,25.666666666666668,1260546962.0,84036464.13333334,1246003747.0,83066916.46666667
7.656119826144077e+16,1511375464.0,1448028293.0,64128871.0,63347171.0,7.0,153.0,10.928571428571429,5.0,85688.0,14.0,1540957.0,110068.35714285714,232.0,16.571428571428573,1145617349.0,81829810.64285715,1135655464.0,81118247.42857143
7.656119799922146e+16,1510937018.0,1213370517.0,298786647.0,297566501.0,144.0,799.0,72.63636363636364,106.0,709426.0,11.0,2134096.0,194008.72727272726,1102.0,100.18181818181819,2268927417.0,206266128.8181818,2243727364.0,203975214.9090909
7.656119825965107e+16,1511572264.0,1447090888.0,65066276.0,64481376.0,11.0,125.0,20.833333333333332,11.0,74123.0,6.0,482447.0,80407.83333333333,209.0,34.833333333333336,456269037.0,76044839.5,452265150.0,75377525.0
7.656119802836386e+16,1511518737.0,1280539341.0,231617823.0,230979396.0,163.0,3843.0,96.075,53.0,131824.0,40.0,5242011.0,131050.275,6345.0,158.625,5348338548.0,133708463.7,5313567220.0,132839180.5
7.656119801561413e+16,1462380521.0,1257878983.0,254278181.0,204501538.0,6.0,336.0,24.0,6.0,133681.0,14.0,1438380.0,102741.42857142857,578.0,41.285714285714285,2939537345.0,209966953.2142857,2659323687.0,189951691.92857143
7.656119840997706e+16,1511463646.0,1501733081.0,10424083.0,9730565.0,1.0,111.0,8.538461538461538,1.0,5488.0,13.0,444258.0,34173.692307692305,150.0,11.538461538461538,675172057.0,51936312.07692308,668440325.0,51418486.538461536
7.656119807535781e+16,1511634656.0,1352386969.0,159770195.0,159247687.0,17.0,1536.0,10.893617021276595,3.0,17764.0,141.0,5060324.0,35888.82269503546,2748.0,19.48936170212766,19960724770.0,141565423.9007092,19110970198.0,135538795.73049647
7.65611981447155e+16,1511272088.0,1405238102.0,106919062.0,106033986.0,65.0,6419.0,194.5151515151515,44.0,41238.0,33.0,4557438.0,138104.18181818182,11397.0,345.3636363636364,4598444036.0,139346788.96969697,4571169625.0,138520291.66666666
7.656119806923368e+16,1511707660.0,1344886520.0,167270644.0,166821140.0,430.0,24499.0,153.11875,328.0,171263.0,160.0,64066713.0,400416.95625,41504.0,259.4,24924022986.0,155775143.6625,24832925461.0,155205784.13125
7.656119805629298e+16,1505086258.0,1325515168.0,186641996.0,179571090.0,3.0,1102.0,137.75,2.0,1856.0,8.0,1339765.0,167470.625,1410.0,176.25,2336189188.0,292023648.5,2331288577.0,291411072.125
7.656119811517587e+16,1511881811.0,1384817765.0,127339399.0,127064046.0,19.0,42.0,6.0,12.0,80506.0,7.0,81434.0,11633.42857142857,98.0,14.0,1104551864.0,157793123.42857143,1100177252.0,157168178.85714287
7.656119828127846e+16,1499568513.0,1454527745.0,57629419.0,45040768.0,6.0,63.0,9.0,6.0,13298.0,7.0,552653.0,78950.42857142857,129.0,18.428571428571427,348934617.0,49847802.428571425,342809101.0,48972728.71428572
7.65611981214986e+16,1490844494.0,1388715247.0,123441917.0,102129247.0,23.0,426.0,53.25,21.0,74473.0,8.0,4948780.0,618597.5,554.0,69.25,1367091595.0,170886449.375,1330460390.0,166307548.75
7.656119816513613e+16,1510488040.0,1416996022.0,95161142.0,93492018.0,1.0,1157.0,25.152173913043477,1.0,94614.0,46.0,4933121.0,107241.76086956522,1945.0,42.28260869565217,4496565376.0,97751421.2173913,4458932276.0,96933310.3478261
7.656119813844074e+16,1507121561.0,1401421350.0,110735814.0,105700211.0,1.0,275.0,21.153846153846153,1.0,83443.0,13.0,1230811.0,94677.76923076923,722.0,55.53846153846154,1894834178.0,145756475.23076922,1885198333.0,145015256.3846154
7.656119818421238e+16,1511201425.0,1425903224.0,86253940.0,85298201.0,12.0,90.0,15.0,6.0,88418.0,6.0,470770.0,78461.66666666667,140.0,23.333333333333332,484900489.0,80816748.16666667,443540296.0,73923382.66666667
7.656119804585725e+16,1511293740.0,1311509248.0,200647916.0,199784492.0,34.0,142.0,20.285714285714285,26.0,91076.0,7.0,497969.0,71138.42857142857,278.0,39.714285714285715,726876331.0,103839475.85714285,719102900.0,102728985.71428572
7.656119809709683e+16,1511352999.0,1373285130.0,138872034.0,138067869.0,57.0,128.0,14.222222222222221,21.0,53640.0,9.0,264899.0,29433.222222222223,255.0,28.333333333333332,1248754858.0,138750539.7777778,1227404574.0,136378286.0
7.656119821031027e+16,1510843335.0,1438507270.0,73649894.0,72336065.0,3.0,218.0,31.142857142857142,1.0,40012.0,7.0,778676.0,111239.42857142857,311.0,44.42857142857143,1001438297.0,143062613.85714287,987528189.0,141075455.57142857
7.65611981264359e+16,1511729149.0,1392322453.0,119834711.0,119406696.0,30.0,301.0,18.8125,26.0,70544.0,16.0,1770155.0,110634.6875,497.0,31.0625,2088527675.0,130532979.6875,2076984829.0,129811551.8125
7.656119810230766e+16,1511035830.0,1376174970.0,135982194.0,134860860.0,59.0,293.0,36.625,35.0,22917.0,8.0,639300.0,79912.5,408.0,51.0,1467141080.0,183392635.0,1459880370.0,182485046.25
7.656119813699171e+16,1512055695.0,1400307838.0,111849326.0,111747857.0,324.0,13722.0,167.34146341463415,197.0,69067.0,82.0,15708248.0,191564.0,23492.0,286.4878048780488,10214236859.0,124563864.13414635,10094891128.0,123108428.3902439
7.656119840130434e+16,1511540619.0,1499096420.0,13060744.0,12444199.0,2.0,69.0,8.625,2.0,2753.0,8.0,616098.0,77012.25,125.0,15.625,425444698.0,53180587.25,418640027.0,52330003.375
7.656119802086965e+16,1511310047.0,1265553940.0,246603224.0,245756107.0,109.0,800.0,88.88888888888889,74.0,144518.0,9.0,2214888.0,246098.66666666666,1386.0,154.0,1874310219.0,208256691.0,1870813711.0,207868190.1111111
7.656119838092422e+16,1511200812.0,1492032271.0,20124893.0,19168541.0,16.0,56.0,5.6,15.0,74684.0,10.0,497659.0,49765.9,73.0,7.3,708893847.0,70889384.7,700374345.0,70037434.5
7.656119820071434e+16,1511470167.0,1433872216.0,78284948.0,77597951.0,2.0,643.0,20.741935483870968,2.0,27630.0,31.0,2236087.0,72131.83870967742,819.0,26.419354838709676,3338155617.0,107682439.25806452,3066725931.0,98926642.93548387
7.65611980888048e+16,1512058653.0,1365929703.0,146227461.0,146128950.0,198.0,2850.0,158.33333333333334,86.0,425893.0,18.0,3019070.0,167726.11111111112,5081.0,282.27777777777777,2713425786.0,150745877.0,2696108049.0,149783780.5
7.656119832684597e+16,1511432804.0,1472101377.0,40055787.0,39331427.0,2.0,35.0,3.5,2.0,9206.0,10.0,183550.0,18355.0,41.0,4.1,330533880.0,33053388.0,321745494.0,32174549.4
7.656119816913998e+16,1511103673.0,1419178803.0,92978361.0,91924870.0,22.0,1282.0,17.561643835616437,15.0,115739.0,73.0,8246474.0,112965.39726027397,2655.0,36.36986301369863,7506573195.0,102829769.79452054,7372368105.0,100991343.90410958
7.65611980957249e+16,1511258277.0,1372284140.0,139873024.0,138974137.0,5.0,87.0,14.5,5.0,25460.0,6.0,370606.0,61767.666666666664,124.0,20.666666666666668,809720029.0,134953338.16666666,775343499.0,129223916.5
7.65611979902822e+16,1511799452.0,1180959474.0,331197690.0,330839978.0,18.0,501.0,45.54545454545455,14.0,294134.0,11.0,2435571.0,221415.54545454544,830.0,75.45454545454545,2210965107.0,200996827.9090909,2206717548.0,200610686.1818182
7.65611983976802e+16,1512052487.0,1498023774.0,14133390.0,14028713.0,8.0,59.0,6.555555555555555,6.0,34868.0,9.0,252480.0,28053.333333333332,145.0,16.11111111111111,302443067.0,33604785.222222224,297807518.0,33089724.222222224
7.656119814077896e+16,1511256582.0,1402924854.0,109232310.0,108331728.0,71.0,258.0,32.25,56.0,94040.0,8.0,274879.0,34359.875,504.0,63.0,926490776.0,115811347.0,894891048.0,111861381.0
7.656119809012502e+16,1509435553.0,1367389624.0,144767540.0,142045929.0,8.0,97.0,13.857142857142858,4.0,226877.0,7.0,520911.0,74415.85714285714,146.0,20.857142857142858,553468325.0,79066903.57142857,544883988.0,77840569.71428572
7.656119798643568e+16,1511469560.0,1164999648.0,347157516.0,346469912.0,70.0,356.0,27.384615384615383,36.0,131402.0,13.0,2321161.0,178550.84615384616,509.0,39.15384615384615,3005685685.0,231206591.15384614,2734573150.0,210351780.76923078
7.656119815341715e+16,1511269724.0,1410079285.0,102077879.0,101190439.0,66.0,285.0,21.923076923076923,26.0,223095.0,13.0,1809643.0,139203.3076923077,443.0,34.07692307692308,1821644267.0,140126482.07692307,1811718563.0,139362966.3846154
7.656119810199062e+16,1511448286.0,1375975749.0,136181415.0,135472537.0,1.0,53.0,4.416666666666667,1.0,3304.0,12.0,110370.0,9197.5,194.0,16.166666666666668,778127382.0,64843948.5,772771385.0,64397615.416666664
7.656119814279597e+16,1510967270.0,1404094264.0,108062900.0,106873006.0,90.0,138.0,23.0,54.0,188662.0,6.0,1021432.0,170238.66666666666,187.0,31.166666666666668,811872961.0,135312160.16666666,752846213.0,125474368.83333333
7.65611981064309e+16,1509454237.0,1378652676.0,133504488.0,130801561.0,36.0,987.0,164.5,35.0,78110.0,6.0,784674.0,130779.0,1540.0,256.6666666666667,1293389312.0,215564885.33333334,1284109392.0,214018232.0
7.656119834009947e+16,1511647012.0,1477754344.0,34402820.0,33892668.0,3.0,198.0,19.8,3.0,38317.0,10.0,833005.0,83300.5,233.0,23.3,1110041119.0,111004111.9,1102427374.0,110242737.4
7.656119823834813e+16,1511134459.0,1436482139.0,75675025.0,74652320.0,15.0,100.0,11.11111111111111,12.0,42092.0,9.0,522660.0,58073.333333333336,161.0,17.88888888888889,713978914.0,79330990.44444445,675132143.0,75014682.55555555
7.656119820068392e+16,1511103205.0,1433862383.0,78294781.0,77240822.0,5.0,89.0,9.88888888888889,3.0,10450.0,9.0,259535.0,28837.222222222223,208.0,23.11111111111111,925400791.0,102822310.1111111,919741543.0,102193504.77777778
7.656119801437216e+16,1511268184.0,1255037141.0,257120023.0,256231043.0,15.0,784.0,17.42222222222222,10.0,648876.0,45.0,19413901.0,431420.02222222224,1347.0,29.933333333333334,11808823814.0,262418306.97777778,11747550377.0,261056675.04444444
7.656119797524618e+16,1360780404.0,1112376758.0,399780406.0,248403646.0,7.0,64.0,10.666666666666666,5.0,34679.0,6.0,542382.0,90397.0,85.0,14.166666666666666,1691749207.0,281958201.1666667,1265361138.0,210893523.0
7.656119799952808e+16,1511749325.0,1214346704.0,297810460.0,297402621.0,155.0,320.0,40.0,57.0,61520.0,8.0,478673.0,59834.125,500.0,62.5,2660547987.0,332568498.375,2643272909.0,330409113.625
7.65611979623569e+16,1506126444.0,1067302588.0,444854576.0,438823856.0,17.0,290.0,36.25,7.0,121830.0,8.0,2258185.0,282273.125,379.0,47.375,1540018825.0,192502353.125,1531041743.0,191380217.875
7.656119821273242e+16,1511924286.0,1439665512.0,72491652.0,72258774.0,11.0,160.0,26.666666666666668,11.0,40197.0,6.0,630966.0,105161.0,199.0,33.166666666666664,646670000.0,107778333.33333333,625206206.0,104201034.33333333
