id,lastLogOff,timeCreated,accountAge,accountAgePersonal,totalPlaytime,nrOfFriends,totalPlaytimeFriends,meanPlaytimeFriends,totalGamecountFriends,meanGamecountFriends,totalAccountAgeFriends,meanAccountAgeFriends,totalAccountAgeFriendsPersonal,meanAccountAgeFriendsPersonal
7.656119814907771e+16,1511735433.0,1407574168.0,104582887.0,104161265.0,53069.0,15.0,3291830.0,219455.33333333334,691.0,46.06666666666667,3537349437.0,235823295.8,3440266873.0,229351124.86666667
7.656119833993342e+16,1511736469.0,1477488537.0,34668518.0,34247932.0,13616.0,8.0,1091743.0,136467.875,204.0,25.5,822366341.0,102795792.625,818077609.0,102259701.125
7.656119815126466e+16,1511857519.0,1408759721.0,103397334.0,103097798.0,215395.0,65.0,13012359.0,200190.13846153847,22374.0,344.2153846153846,9130092040.0,140462954.46153846,8862644601.0,136348378.47692308
7.656119820028973e+16,1511376030.0,1433693880.0,78463175.0,77682150.0,79322.0,11.0,1035930.0,94175.45454545454,1300.0,118.18181818181819,1030710467.0,93700951.54545455,1002258032.0,91114366.54545455
7.656119808128048e+16,1511571687.0,1358058785.0,154098270.0,153512902.0,175331.0,14.0,1732134.0,123723.85714285714,868.0,62.0,1778338478.0,127024177.0,1756755534.0,125482538.14285715
7.656119806155216e+16,1501945451.0,1333722387.0,178434668.0,168223064.0,808.0,21.0,200761.0,9560.047619047618,185.0,8.80952380952381,3360793022.0,160037762.95238096,3194184456.0,152104021.7142857
7.656119835841954e+16,1512074888.0,1484121803.0,28035252.0,27953085.0,97696.0,13.0,1539791.0,118445.46153846153,1501.0,115.46153846153847,859654650.0,66127280.76923077,852129345.0,65548411.15384615
7.656119804530101e+16,1511664196.0,1310637264.0,201519791.0,201026932.0,15678.0,6.0,2337.0,389.5,44.0,7.333333333333333,515270714.0,85878452.33333333,511555921.0,85259320.16666667
7.656119813393813e+16,1511554298.0,1397994449.0,114162606.0,113559849.0,8960.0,11.0,803412.0,73037.45454545454,449.0,40.81818181818182,1243484132.0,113044012.0,1225357641.0,111396149.18181819
7.65611983900428e+16,1511825755.0,1495635098.0,16521957.0,16190657.0,12365.0,8.0,794655.0,99331.875,228.0,28.5,1032471268.0,129058908.5,1024210982.0,128026372.75
